"","dataset_origin","subject","activity","measure","mean"
"58","TRAIN","1","LAYING","body_gyroscope_magnitude_mean_time",0.874759548
"59","TRAIN","1","LAYING","body_gyroscope_magnitude_standard_deviation_time",0.84082445024
"60","TRAIN","1","LAYING","body_gyroscope_mean_frequency-x",0.858489906174
"61","TRAIN","1","LAYING","body_gyroscope_mean_frequency-y",0.9521914948
"62","TRAIN","1","LAYING","body_gyroscope_mean_frequency-z",0.909302721
"63","TRAIN","1","LAYING","body_gyroscope_mean_time-x",0.055175528082
"64","TRAIN","1","LAYING","body_gyroscope_mean_time-y",0.079959837192
"65","TRAIN","1","LAYING","body_gyroscope_mean_time-z",0.1547182269
"66","TRAIN","1","LAYING","body_gyroscope_standard_deviation_frequency-x",0.8822964508
"67","TRAIN","1","LAYING","body_gyroscope_standard_deviation_frequency-y",0.9512320494
"68","TRAIN","1","LAYING","body_gyroscope_standard_deviation_frequency-z",0.9165825082
"69","TRAIN","1","LAYING","body_gyroscope_standard_deviation_time-x",0.87354386782
"70","TRAIN","1","LAYING","body_gyroscope_standard_deviation_time-y",0.9510904402
"71","TRAIN","1","LAYING","body_gyroscope_standard_deviation_time-z",0.9082846626
"72","TRAIN","1","LAYING","gravity_acceleration_magnitude_mean_time",0.8537227109
"73","TRAIN","1","LAYING","gravity_acceleration_magnitude_standard_deviation_time",0.81091300682
"74","TRAIN","1","LAYING","gravity_acceleration_mean_time-x",0.25067155384
"75","TRAIN","1","LAYING","gravity_acceleration_mean_time-y",0.71547163854
"76","TRAIN","1","LAYING","gravity_acceleration_mean_time-z",0.546044045
"77","TRAIN","1","LAYING","gravity_acceleration_standard_deviation_time-x",0.8968300184
"78","TRAIN","1","LAYING","gravity_acceleration_standard_deviation_time-y",0.91597706764
"79","TRAIN","1","LAYING","gravity_acceleration_standard_deviation_time-z",0.87234777698
"80","TRAIN","1","SITTING","body_acceleration_average_frequency-x",0.166115394765957
"81","TRAIN","1","SITTING","body_acceleration_average_frequency-y",0.194867768595745
"82","TRAIN","1","SITTING","body_acceleration_average_frequency-z",0.366150666744681
"83","TRAIN","1","SITTING","body_acceleration_jerk_average_frequency-x",0.272156287538298
"84","TRAIN","1","SITTING","body_acceleration_jerk_average_frequency-y",0.2307959163
"85","TRAIN","1","SITTING","body_acceleration_jerk_average_frequency-z",0.234109527
"86","TRAIN","1","SITTING","body_acceleration_jerk_magnitude_mean_time",0.987364195531915
"87","TRAIN","1","SITTING","body_acceleration_jerk_magnitude_standard_deviation_time",0.984120024042553
"88","TRAIN","1","SITTING","body_acceleration_jerk_mean_frequency-x",0.986597022553191
"89","TRAIN","1","SITTING","body_acceleration_jerk_mean_frequency-y",0.981579467021277
"90","TRAIN","1","SITTING","body_acceleration_jerk_mean_frequency-z",0.986053092340425
"91","TRAIN","1","SITTING","body_acceleration_jerk_mean_time-x",0.0780608740851064
"92","TRAIN","1","SITTING","body_acceleration_jerk_mean_time-y",0.0350096773
"93","TRAIN","1","SITTING","body_acceleration_jerk_mean_time-z",0.0290787801046809
"94","TRAIN","1","SITTING","body_acceleration_jerk_standard_deviation_frequency-x",0.987492994468085
"95","TRAIN","1","SITTING","body_acceleration_jerk_standard_deviation_frequency-y",0.982513909574468
"96","TRAIN","1","SITTING","body_acceleration_jerk_standard_deviation_frequency-z",0.988339184893617
"97","TRAIN","1","SITTING","body_acceleration_jerk_standard_deviation_time-x",0.986430711276596
"98","TRAIN","1","SITTING","body_acceleration_jerk_standard_deviation_time-y",0.981371965319149
"99","TRAIN","1","SITTING","body_acceleration_jerk_standard_deviation_time-z",0.987910804468085
"100","TRAIN","1","SITTING","body_acceleration_magnitude_average_frequency",0.367447202361702
"101","TRAIN","1","SITTING","body_acceleration_magnitude_mean_frequency",0.947782922553192
"102","TRAIN","1","SITTING","body_acceleration_magnitude_mean_time",0.948536786170213
"103","TRAIN","1","SITTING","body_acceleration_magnitude_standard_deviation_frequency",0.928444801702128
"104","TRAIN","1","SITTING","body_acceleration_magnitude_standard_deviation_time",0.927078418723404
"105","TRAIN","1","SITTING","body_acceleration_mean_frequency-x",0.979641238723404
"106","TRAIN","1","SITTING","body_acceleration_mean_frequency-y",0.944084550425532
"107","TRAIN","1","SITTING","body_acceleration_mean_frequency-z",0.959184889148936
"108","TRAIN","1","SITTING","body_acceleration_mean_time-x",0.263012089085106
"109","TRAIN","1","SITTING","body_acceleration_mean_time-y",0.0261664287155319
"110","TRAIN","1","SITTING","body_acceleration_mean_time-z",0.10899371587234
"111","TRAIN","1","SITTING","body_acceleration_standard_deviation_frequency-x",0.976412313191489
"112","TRAIN","1","SITTING","body_acceleration_standard_deviation_frequency-y",0.917275006382979
"113","TRAIN","1","SITTING","body_acceleration_standard_deviation_frequency-z",0.934469558085106
"114","TRAIN","1","SITTING","body_acceleration_standard_deviation_time-x",0.977229008297872
"115","TRAIN","1","SITTING","body_acceleration_standard_deviation_time-y",0.922618641914894
"116","TRAIN","1","SITTING","body_acceleration_standard_deviation_time-z",0.93958629106383
"117","TRAIN","1","SITTING","body_body_acceleration_jerk_magnitude_average_frequency",0.380736485361702
"118","TRAIN","1","SITTING","body_body_acceleration_jerk_magnitude_mean_frequency",0.985262126808511
"119","TRAIN","1","SITTING","body_body_acceleration_jerk_magnitude_standard_deviation_frequency",0.981606177446808
"120","TRAIN","1","SITTING","body_body_gyroscope_jerk_magnitude_average_frequency",0.27084877506383
"121","TRAIN","1","SITTING","body_body_gyroscope_jerk_magnitude_mean_frequency",0.989797547234043
"122","TRAIN","1","SITTING","body_body_gyroscope_jerk_magnitude_standard_deviation_frequency",0.987049617234043
"123","TRAIN","1","SITTING","body_body_gyroscope_magnitude_average_frequency",0.260834305142553
"124","TRAIN","1","SITTING","body_body_gyroscope_magnitude_mean_frequency",0.958435589361702
"125","TRAIN","1","SITTING","body_body_gyroscope_magnitude_standard_deviation_frequency",0.932198374893617
"126","TRAIN","1","SITTING","body_gyroscope_average_frequency-x",0.263635028686383
"127","TRAIN","1","SITTING","body_gyroscope_average_frequency-y",0.22212107387234
"128","TRAIN","1","SITTING","body_gyroscope_average_frequency-z",0.173281266148936
"129","TRAIN","1","SITTING","body_gyroscope_jerk_magnitude_mean_time",0.991976341276596
"130","TRAIN","1","SITTING","body_gyroscope_jerk_magnitude_standard_deviation_time",0.988308728510638
"131","TRAIN","1","SITTING","body_gyroscope_jerk_mean_time-x",0.0936793807234043
"132","TRAIN","1","SITTING","body_gyroscope_jerk_mean_time-y",0.0402118124255319
"133","TRAIN","1","SITTING","body_gyroscope_jerk_mean_time-z",0.0561425825744681
"134","TRAIN","1","SITTING","body_gyroscope_jerk_standard_deviation_time-x",0.99173159212766
"135","TRAIN","1","SITTING","body_gyroscope_jerk_standard_deviation_time-y",0.989518068510638
"136","TRAIN","1","SITTING","body_gyroscope_jerk_standard_deviation_time-z",0.987935806382979
"137","TRAIN","1","SITTING","body_gyroscope_magnitude_mean_time",0.93089249
"138","TRAIN","1","SITTING","body_gyroscope_magnitude_standard_deviation_time",0.934531840425532
"139","TRAIN","1","SITTING","body_gyroscope_mean_frequency-x",0.976161464042553
"140","TRAIN","1","SITTING","body_gyroscope_mean_frequency-y",0.975838585319149
"141","TRAIN","1","SITTING","body_gyroscope_mean_frequency-z",0.951315544468085
"142","TRAIN","1","SITTING","body_gyroscope_mean_time-x",0.045350056512766
"143","TRAIN","1","SITTING","body_gyroscope_mean_time-y",0.0936484589787234
"144","TRAIN","1","SITTING","body_gyroscope_mean_time-z",0.146593941361702
"145","TRAIN","1","SITTING","body_gyroscope_standard_deviation_frequency-x",0.977904227021277
"146","TRAIN","1","SITTING","body_gyroscope_standard_deviation_frequency-y",0.962345042553192
"147","TRAIN","1","SITTING","body_gyroscope_standard_deviation_frequency-z",0.94391784106383
"148","TRAIN","1","SITTING","body_gyroscope_standard_deviation_time-x",0.977211283191489
"149","TRAIN","1","SITTING","body_gyroscope_standard_deviation_time-y",0.966473895319149
"150","TRAIN","1","SITTING","body_gyroscope_standard_deviation_time-z",0.941425920851064
"151","TRAIN","1","SITTING","gravity_acceleration_magnitude_mean_time",0.948536786170213
"152","TRAIN","1","SITTING","gravity_acceleration_magnitude_standard_deviation_time",0.927078418723404
"153","TRAIN","1","SITTING","gravity_acceleration_mean_time-x",0.831509933404255
"154","TRAIN","1","SITTING","gravity_acceleration_mean_time-y",0.204411592680851
"155","TRAIN","1","SITTING","gravity_acceleration_mean_time-z",0.332043702765957
"156","TRAIN","1","SITTING","gravity_acceleration_standard_deviation_time-x",0.968457145744681
"157","TRAIN","1","SITTING","gravity_acceleration_standard_deviation_time-y",0.935517055957447
"158","TRAIN","1","SITTING","gravity_acceleration_standard_deviation_time-z",0.949040933191489
"159","TRAIN","1","STANDING","body_acceleration_average_frequency-x",0.14437716779566
"160","TRAIN","1","STANDING","body_acceleration_average_frequency-y",0.18704179124717
"161","TRAIN","1","STANDING","body_acceleration_average_frequency-z",0.323016766811321
"162","TRAIN","1","STANDING","body_acceleration_jerk_average_frequency-x",0.314182940150943
"163","TRAIN","1","STANDING","body_acceleration_jerk_average_frequency-y",0.1286525556
"164","TRAIN","1","STANDING","body_acceleration_jerk_average_frequency-z",0.191909187103774
"165","TRAIN","1","STANDING","body_acceleration_jerk_magnitude_mean_time",0.992367790566038
"166","TRAIN","1","STANDING","body_acceleration_jerk_magnitude_standard_deviation_time",0.993096209433962
"167","TRAIN","1","STANDING","body_acceleration_jerk_mean_frequency-x",0.994630797358491
"168","TRAIN","1","STANDING","body_acceleration_jerk_mean_frequency-y",0.985418704528302
"169","TRAIN","1","STANDING","body_acceleration_jerk_mean_frequency-z",0.990752166037736
"170","TRAIN","1","STANDING","body_acceleration_jerk_mean_time-x",0.0753766542264151
"171","TRAIN","1","STANDING","body_acceleration_jerk_mean_time-y",0.0150100816641509
"172","TRAIN","1","STANDING","body_acceleration_jerk_mean_time-z",0.0116322351927547
"173","TRAIN","1","STANDING","body_acceleration_jerk_standard_deviation_frequency-x",0.995073759245283
"174","TRAIN","1","STANDING","body_acceleration_jerk_standard_deviation_frequency-y",0.987018226792453
"175","TRAIN","1","STANDING","body_acceleration_jerk_standard_deviation_frequency-z",0.992349818113208
"176","TRAIN","1","STANDING","body_acceleration_jerk_standard_deviation_time-x",0.994604542264151
"177","TRAIN","1","STANDING","body_acceleration_jerk_standard_deviation_time-y",0.98564873245283
"178","TRAIN","1","STANDING","body_acceleration_jerk_standard_deviation_time-z",0.992251177358491
"179","TRAIN","1","STANDING","body_acceleration_magnitude_average_frequency",0.341459427301887
"180","TRAIN","1","STANDING","body_acceleration_magnitude_mean_frequency",0.985356361132075
"181","TRAIN","1","STANDING","body_acceleration_magnitude_mean_time",0.984278207358491
"182","TRAIN","1","STANDING","body_acceleration_magnitude_standard_deviation_frequency",0.982313804716981
"183","TRAIN","1","STANDING","body_acceleration_magnitude_standard_deviation_time",0.981942928867925
"184","TRAIN","1","STANDING","body_acceleration_mean_frequency-x",0.995249932641509
"185","TRAIN","1","STANDING","body_acceleration_mean_frequency-y",0.977070847735849
"186","TRAIN","1","STANDING","body_acceleration_mean_frequency-z",0.985297098679245
"187","TRAIN","1","STANDING","body_acceleration_mean_time-x",0.278917629056604
"188","TRAIN","1","STANDING","body_acceleration_mean_time-y",0.0184515301792453
"189","TRAIN","1","STANDING","body_acceleration_mean_time-z",0.110601817735849
"190","TRAIN","1","STANDING","body_acceleration_standard_deviation_frequency-x",0.99602834509434
"191","TRAIN","1","STANDING","body_acceleration_standard_deviation_frequency-y",0.972293102075472
"192","TRAIN","1","STANDING","body_acceleration_standard_deviation_frequency-z",0.977937259622642
"193","TRAIN","1","STANDING","body_acceleration_standard_deviation_time-x",0.995759901509434
"194","TRAIN","1","STANDING","body_acceleration_standard_deviation_time-y",0.973190056415094
"195","TRAIN","1","STANDING","body_acceleration_standard_deviation_time-z",0.979775876981132
"196","TRAIN","1","STANDING","body_body_acceleration_jerk_magnitude_average_frequency",0.422220102264151
"197","TRAIN","1","STANDING","body_body_acceleration_jerk_magnitude_mean_frequency",0.99254247754717
"198","TRAIN","1","STANDING","body_body_acceleration_jerk_magnitude_standard_deviation_frequency",0.992536003396226
"199","TRAIN","1","STANDING","body_body_gyroscope_jerk_magnitude_average_frequency",0.370332541132075
"200","TRAIN","1","STANDING","body_body_gyroscope_jerk_magnitude_mean_frequency",0.994815376981132
"201","TRAIN","1","STANDING","body_body_gyroscope_jerk_magnitude_standard_deviation_frequency",0.994671123207547
"202","TRAIN","1","STANDING","body_body_gyroscope_magnitude_average_frequency",0.191196559891321
"203","TRAIN","1","STANDING","body_body_gyroscope_magnitude_mean_frequency",0.984617623396226
"204","TRAIN","1","STANDING","body_body_gyroscope_magnitude_standard_deviation_frequency",0.978466072075472
"205","TRAIN","1","STANDING","body_gyroscope_average_frequency-x",0.189160782792453
"206","TRAIN","1","STANDING","body_gyroscope_average_frequency-y",0.16791830535283
"207","TRAIN","1","STANDING","body_gyroscope_average_frequency-z",0.184402388233962
"208","TRAIN","1","STANDING","body_gyroscope_jerk_magnitude_mean_time",0.994966790566038
"209","TRAIN","1","STANDING","body_gyroscope_jerk_magnitude_standard_deviation_time",0.994733238679245
"210","TRAIN","1","STANDING","body_gyroscope_jerk_mean_time-x",0.0996092129056604
"211","TRAIN","1","STANDING","body_gyroscope_jerk_mean_time-y",0.0440627877924528
"212","TRAIN","1","STANDING","body_gyroscope_jerk_mean_time-z",0.0494230974679245
"213","TRAIN","1","STANDING","body_gyroscope_jerk_standard_deviation_time-x",0.992945106981132
"214","TRAIN","1","STANDING","body_gyroscope_jerk_standard_deviation_time-y",0.995137917358491
"215","TRAIN","1","STANDING","body_gyroscope_jerk_standard_deviation_time-z",0.992108467169811
"216","TRAIN","1","STANDING","body_gyroscope_magnitude_mean_time",0.976493792830189
"217","TRAIN","1","STANDING","body_gyroscope_magnitude_standard_deviation_time",0.978690028679245
"218","TRAIN","1","STANDING","body_gyroscope_mean_frequency-x",0.986386786037736
"219","TRAIN","1","STANDING","body_gyroscope_mean_frequency-y",0.988984455849057
"220","TRAIN","1","STANDING","body_gyroscope_mean_frequency-z",0.980773122830189
"221","TRAIN","1","STANDING","body_gyroscope_mean_time-x",0.0247630105979245
"222","TRAIN","1","STANDING","body_gyroscope_mean_time-y",0.0758744749811321
"223","TRAIN","1","STANDING","body_gyroscope_mean_time-z",0.0908070004339623
"224","TRAIN","1","STANDING","body_gyroscope_standard_deviation_frequency-x",0.987497128679245
"225","TRAIN","1","STANDING","body_gyroscope_standard_deviation_frequency-y",0.987107727735849
"226","TRAIN","1","STANDING","body_gyroscope_standard_deviation_frequency-z",0.98234533
"227","TRAIN","1","STANDING","body_gyroscope_standard_deviation_time-x",0.987191946603774
"228","TRAIN","1","STANDING","body_gyroscope_standard_deviation_time-y",0.98773444
"229","TRAIN","1","STANDING","body_gyroscope_standard_deviation_time-z",0.980645626981132
"230","TRAIN","1","STANDING","gravity_acceleration_magnitude_mean_time",0.984278207358491
"231","TRAIN","1","STANDING","gravity_acceleration_magnitude_standard_deviation_time",0.981942928867925
"232","TRAIN","1","STANDING","gravity_acceleration_mean_time-x",0.942952000377358
"233","TRAIN","1","STANDING","gravity_acceleration_mean_time-y",0.272983832264151
"234","TRAIN","1","STANDING","gravity_acceleration_mean_time-z",0.0377316776509434
"235","TRAIN","1","STANDING","gravity_acceleration_standard_deviation_time-x",0.99376298509434
"236","TRAIN","1","STANDING","gravity_acceleration_standard_deviation_time-y",0.981225957924528
"237","TRAIN","1","STANDING","gravity_acceleration_standard_deviation_time-z",0.976324063584906
"238","TRAIN","1","WALKING","body_acceleration_average_frequency-x",0.213468346368421
"239","TRAIN","1","WALKING","body_acceleration_average_frequency-y",0.130133790549474
"240","TRAIN","1","WALKING","body_acceleration_average_frequency-z",0.127051237200421
"241","TRAIN","1","WALKING","body_acceleration_jerk_average_frequency-x",0.213346913648421
"242","TRAIN","1","WALKING","body_acceleration_jerk_average_frequency-y",0.386237143210526
"243","TRAIN","1","WALKING","body_acceleration_jerk_average_frequency-z",0.207027905808421
"244","TRAIN","1","WALKING","body_acceleration_jerk_magnitude_mean_time",0.143450401831579
"245","TRAIN","1","WALKING","body_acceleration_jerk_magnitude_standard_deviation_time",0.115369567662526
"246","TRAIN","1","WALKING","body_acceleration_jerk_mean_frequency-x",0.172875187404316
"247","TRAIN","1","WALKING","body_acceleration_jerk_mean_frequency-y",0.0907461347614842
"248","TRAIN","1","WALKING","body_acceleration_jerk_mean_frequency-z",0.468999224631579
"249","TRAIN","1","WALKING","body_acceleration_jerk_mean_time-x",0.198111608263158
"250","TRAIN","1","WALKING","body_acceleration_jerk_mean_time-y",0.233148536325263
"251","TRAIN","1","WALKING","body_acceleration_jerk_mean_time-z",0.188193101552632
"252","TRAIN","1","WALKING","body_acceleration_jerk_standard_deviation_frequency-x",0.148359902915789
"253","TRAIN","1","WALKING","body_acceleration_jerk_standard_deviation_frequency-y",0.122694457685053
"254","TRAIN","1","WALKING","body_acceleration_jerk_standard_deviation_frequency-z",0.534713440421053
"255","TRAIN","1","WALKING","body_acceleration_jerk_standard_deviation_time-x",0.127247026027368
"256","TRAIN","1","WALKING","body_acceleration_jerk_standard_deviation_time-y",0.0974877855789474
"257","TRAIN","1","WALKING","body_acceleration_jerk_standard_deviation_time-z",0.502699788526316
"258","TRAIN","1","WALKING","body_acceleration_magnitude_average_frequency",0.1906437244
"259","TRAIN","1","WALKING","body_acceleration_magnitude_mean_frequency",0.132229660882105
"260","TRAIN","1","WALKING","body_acceleration_magnitude_mean_time",0.136971176556842
"261","TRAIN","1","WALKING","body_acceleration_magnitude_standard_deviation_frequency",0.398032586842105
"262","TRAIN","1","WALKING","body_acceleration_magnitude_standard_deviation_time",0.219688645631579
"263","TRAIN","1","WALKING","body_acceleration_mean_frequency-x",0.202794306326316
"264","TRAIN","1","WALKING","body_acceleration_mean_frequency-y",0.109903243522105
"265","TRAIN","1","WALKING","body_acceleration_mean_frequency-z",0.331560117789474
"266","TRAIN","1","WALKING","body_acceleration_mean_time-x",0.277330758736842
"267","TRAIN","1","WALKING","body_acceleration_mean_time-y",0.0208879308496842
"268","TRAIN","1","WALKING","body_acceleration_mean_time-z",0.111148103547368
"269","TRAIN","1","WALKING","body_acceleration_standard_deviation_frequency-x",0.319134719578947
"270","TRAIN","1","WALKING","body_acceleration_standard_deviation_frequency-y",0.0845837026043158
"271","TRAIN","1","WALKING","body_acceleration_standard_deviation_frequency-z",0.279686751494737
"272","TRAIN","1","WALKING","body_acceleration_standard_deviation_time-x",0.283740258842105
"273","TRAIN","1","WALKING","body_acceleration_standard_deviation_time-y",0.121667407018947
"274","TRAIN","1","WALKING","body_acceleration_standard_deviation_time-z",0.260027902210526
"275","TRAIN","1","WALKING","body_body_acceleration_jerk_magnitude_average_frequency",0.130043875337263
"276","TRAIN","1","WALKING","body_body_acceleration_jerk_magnitude_mean_frequency",0.109156620785895
"277","TRAIN","1","WALKING","body_body_acceleration_jerk_magnitude_standard_deviation_frequency",0.133282637324211
"278","TRAIN","1","WALKING","body_body_gyroscope_jerk_magnitude_average_frequency",0.196957511172632
"279","TRAIN","1","WALKING","body_body_gyroscope_jerk_magnitude_mean_frequency",0.319308593778947
"280","TRAIN","1","WALKING","body_body_gyroscope_jerk_magnitude_standard_deviation_frequency",0.381601911789474
"281","TRAIN","1","WALKING","body_body_gyroscope_magnitude_average_frequency",0.269674113463579
"282","TRAIN","1","WALKING","body_body_gyroscope_magnitude_mean_frequency",0.200237811049474
"283","TRAIN","1","WALKING","body_body_gyroscope_magnitude_standard_deviation_frequency",0.321017953894737
"284","TRAIN","1","WALKING","body_gyroscope_average_frequency-x",0.105133850937895
"285","TRAIN","1","WALKING","body_gyroscope_average_frequency-y",0.105630008961053
"286","TRAIN","1","WALKING","body_gyroscope_average_frequency-z",0.0935852307156842
"287","TRAIN","1","WALKING","body_gyroscope_jerk_magnitude_mean_time",0.298703679084211
"288","TRAIN","1","WALKING","body_gyroscope_jerk_magnitude_standard_deviation_time",0.325324878894737
"289","TRAIN","1","WALKING","body_gyroscope_jerk_mean_time-x",0.146175274071579
"290","TRAIN","1","WALKING","body_gyroscope_jerk_mean_time-y",0.211229138617895
"291","TRAIN","1","WALKING","body_gyroscope_jerk_mean_time-z",0.144717598704211
"292","TRAIN","1","WALKING","body_gyroscope_jerk_standard_deviation_time-x",0.207421854757895
"293","TRAIN","1","WALKING","body_gyroscope_jerk_standard_deviation_time-y",0.304468510631579
"294","TRAIN","1","WALKING","body_gyroscope_jerk_standard_deviation_time-z",0.404255452631579
"295","TRAIN","1","WALKING","body_gyroscope_magnitude_mean_time",0.163807210031579
"296","TRAIN","1","WALKING","body_gyroscope_magnitude_standard_deviation_time",0.186978364526316
"297","TRAIN","1","WALKING","body_gyroscope_mean_frequency-x",0.339032197115789
"298","TRAIN","1","WALKING","body_gyroscope_mean_frequency-y",0.118345737405263
"299","TRAIN","1","WALKING","body_gyroscope_mean_frequency-z",0.255940940315789
"300","TRAIN","1","WALKING","body_gyroscope_mean_time-x",0.070017571114
"301","TRAIN","1","WALKING","body_gyroscope_mean_time-y",0.115592450495789
"302","TRAIN","1","WALKING","body_gyroscope_mean_time-z",0.0906105107147368
"303","TRAIN","1","WALKING","body_gyroscope_standard_deviation_frequency-x",0.516691938736842
"304","TRAIN","1","WALKING","body_gyroscope_standard_deviation_frequency-y",0.0667819839294737
"305","TRAIN","1","WALKING","body_gyroscope_standard_deviation_frequency-z",0.436562227473684
"306","TRAIN","1","WALKING","body_gyroscope_standard_deviation_time-x",0.473535485894737
"307","TRAIN","1","WALKING","body_gyroscope_standard_deviation_time-y",0.0751783467415789
"308","TRAIN","1","WALKING","body_gyroscope_standard_deviation_time-z",0.344266629473684
"309","TRAIN","1","WALKING","gravity_acceleration_magnitude_mean_time",0.136971176556842
"310","TRAIN","1","WALKING","gravity_acceleration_magnitude_standard_deviation_time",0.219688645631579
"311","TRAIN","1","WALKING","gravity_acceleration_mean_time-x",0.935223201473684
"312","TRAIN","1","WALKING","gravity_acceleration_mean_time-y",0.282165021263158
"313","TRAIN","1","WALKING","gravity_acceleration_mean_time-z",0.068102864
"314","TRAIN","1","WALKING","gravity_acceleration_standard_deviation_time-x",0.976609642526316
"315","TRAIN","1","WALKING","gravity_acceleration_standard_deviation_time-y",0.971305961473684
"316","TRAIN","1","WALKING","gravity_acceleration_standard_deviation_time-z",0.947717226105263
"317","TRAIN","1","WALKING_DOWNSTAIRS","body_acceleration_average_frequency-x",0.314585608034694
"318","TRAIN","1","WALKING_DOWNSTAIRS","body_acceleration_average_frequency-y",0.111606251285714
"319","TRAIN","1","WALKING_DOWNSTAIRS","body_acceleration_average_frequency-z",0.298391012361633
"320","TRAIN","1","WALKING_DOWNSTAIRS","body_acceleration_jerk_average_frequency-x",0.253164344918367
